portfolio_id,ticker,sector,investment_horizon,shares_held,current_price,cost_basis_per_share,total_position_cost,position_dollars,total_portfolio_value,weight,stock_beta,target_beta,actual_beta,stock_sharpe,portfolio_sharpe,weekly_return,weekly_dollar_change,monthly_return,monthly_dollar_change,ytd_return,ytd_dollar_change,one_year_return,one_year_dollar_change,portfolio_inception
853,EMN,Basic Materials,Long Term,0.0462,$261.80,$188.03,$8.69,$12.10,"$99,470.21",0.01%,1.01,1.30,1.09,-0.84,-0.19,-0.06%,$-0.01,-0.27%,$-0.02,-3.25%,$-0.28,-58.70%,$-5.10,2007-04-03
853,ALB,Basic Materials,Long Term,0.0213,$550.84,$574.62,$12.24,$11.74,"$99,470.21",0.01%,1.64,1.30,1.09,-1.23,-0.19,-0.10%,$-0.01,-0.41%,$-0.05,-5.00%,$-0.61,-90.22%,$-11.04,2007-04-03
853,FMC,Basic Materials,Long Term,0.0361,$294.12,$393.03,$14.19,$10.61,"$99,470.21",0.01%,0.80,1.30,1.09,-0.75,-0.19,-0.10%,$-0.01,-0.41%,$-0.06,-5.02%,$-0.71,-90.56%,$-12.85,2007-04-03
853,EL,Consumer Defensive,Long Term,61.8335,$81.15,$87.62,"$5,417.85","$5,017.79","$99,470.21",5.04%,1.18,1.30,1.09,-1.73,-0.19,-0.04%,$-2.14,-0.17%,$-9.17,-2.06%,$-111.63,-37.16%,"$-2,013.30",2007-04-03
853,TGT,Consumer Defensive,Long Term,9.3275,$426.36,$418.42,"$3,902.81","$3,976.87","$99,470.21",4.00%,0.79,1.30,1.09,-1.44,-0.19,-0.08%,$-3.23,-0.35%,$-13.85,-4.32%,$-168.46,-77.85%,"$-3,038.34",2007-04-03
853,COST,Consumer Defensive,Long Term,3.7701,$934.50,$952.83,"$3,592.26","$3,523.13","$99,470.21",3.54%,0.62,1.30,1.09,1.20,-0.19,0.00%,$0.05,0.01%,$0.22,0.07%,$2.64,1.32%,$47.56,2007-04-03
853,WMT,Consumer Defensive,Long Term,4.3096,$811.32,$1165.87,"$5,024.43","$3,496.44","$99,470.21",3.52%,0.61,1.30,1.09,1.73,-0.19,-0.10%,$-4.92,-0.42%,$-21.08,-5.10%,$-256.43,-92.05%,"$-4,624.85",2007-04-03
853,GS,Financial Services,Long Term,1.2006,$754.66,$387.84,$465.64,$906.03,"$99,470.21",0.91%,1.32,1.30,1.09,0.71,-0.19,0.03%,$0.14,0.13%,$0.60,1.56%,$7.28,28.19%,$131.29,2007-04-03
853,MS,Financial Services,Long Term,2.6212,$345.65,$452.85,"$1,187.01",$906.03,"$99,470.21",0.91%,1.28,1.30,1.09,0.72,-0.19,-0.08%,$-0.96,-0.35%,$-4.11,-4.21%,$-50.00,-75.97%,$-901.80,2007-04-03
854,VOO,S&P 500 Index ETF,Medium Term,1032.3093,$11.93,$10.77,"$11,117.97","$12,315.45","$117,591.07",10.47%,0.95,0.85,0.91,0.03,-0.96,5.10%,$566.87,21.85%,"$2,429.44",265.86%,"$29,558.23",4457.71%,"$495,606.53",2008-07-09
854,IVV,S&P 500 Index ETF,Medium Term,33.858,$360.94,$495.70,"$16,783.41","$12,220.72","$117,591.07",10.39%,0.97,0.85,0.91,0.03,-0.96,0.01%,$1.59,0.04%,$6.83,0.50%,$83.13,8.31%,"$1,393.93",2008-07-09
854,SPY,S&P 500 Index ETF,Medium Term,40.2513,$300.08,$382.55,"$15,398.13","$12,078.61","$117,591.07",10.27%,1.00,0.85,0.91,0.04,-0.96,0.05%,$7.00,0.19%,$30.02,2.37%,$365.25,39.77%,"$6,124.24",2008-07-09
854,VTI,Total US Market ETF,Medium Term,331.475,$35.01,$29.98,"$9,937.62","$11,604.94","$117,591.07",9.87%,1.00,0.85,0.91,-0.02,-0.96,0.88%,$87.87,3.79%,$376.57,46.10%,"$4,581.55",773.02%,"$76,819.33",2008-07-09
854,DHR,Healthcare,Medium Term,0.1667,$528.61,$746.60,$124.46,$88.12,"$117,591.07",0.07%,0.83,0.85,0.91,-0.89,-0.96,-0.09%,$-0.11,-0.37%,$-0.46,-4.45%,$-5.54,-74.69%,$-92.96,2008-07-09
854,TGT,Consumer Defensive,Medium Term,4.9582,$426.36,$418.42,"$2,074.61","$2,113.97","$117,591.07",1.80%,0.79,0.85,0.91,-1.44,-0.96,-0.09%,$-1.85,-0.38%,$-7.92,-4.64%,$-96.32,-77.85%,"$-1,615.08",2008-07-09
854,COP,Energy,Medium Term,363.7734,$167.52,$108.59,"$39,502.15","$60,939.32","$117,591.07",51.82%,0.87,0.85,0.91,-1.35,-0.96,-0.02%,$-9.36,-0.10%,$-40.10,-1.24%,$-487.93,-20.71%,"$-8,181.26",2008-07-09
854,CHTR,Communication Services,Medium Term,9.5296,$567.13,$488.28,"$4,653.11","$5,404.52","$117,591.07",4.60%,0.77,0.85,0.91,0.68,-0.96,-0.04%,$-1.67,-0.15%,$-7.14,-1.87%,$-86.84,-31.29%,"$-1,456.12",2008-07-09
854,BK,Financial Services,Medium Term,0.7631,$544.93,$401.67,$306.51,$415.83,"$117,591.07",0.35%,0.85,0.85,0.91,1.38,-0.96,-0.09%,$-0.28,-0.39%,$-1.21,-4.80%,$-14.72,-80.51%,$-246.78,2008-07-09
854,PNC,Financial Services,Medium Term,0.7737,$529.41,$646.95,$500.55,$409.59,"$117,591.07",0.35%,0.88,0.85,0.91,-0.08,-0.96,-0.09%,$-0.44,-0.37%,$-1.88,-4.56%,$-22.84,-76.49%,$-382.88,2008-07-09
855,VEA,Developed Markets ETF,Long Term,364.6346,$19.13,$10.38,"$3,784.91","$6,975.46","$44,561.24",15.65%,0.71,0.82,0.82,-0.16,-0.33,0.44%,$16.58,1.88%,$71.04,22.84%,$864.30,375.63%,"$14,217.10",2008-11-02
855,VOO,S&P 500 Index ETF,Long Term,580.0025,$11.93,$10.77,"$6,246.63","$6,919.43","$44,561.24",15.53%,0.95,0.82,0.82,0.03,-0.33,5.20%,$324.65,22.27%,"$1,391.35",271.00%,"$16,928.14",4457.71%,"$278,456.30",2008-11-02
855,CSCO,Technology,Long Term,7.7305,$507.32,$460.87,"$3,562.76","$3,921.86","$44,561.24",8.80%,0.82,0.82,0.82,0.59,-0.33,-0.10%,$-3.64,-0.44%,$-15.58,-5.32%,$-189.56,-87.52%,"$-3,118.06",2008-11-02
855,HES,Energy,Long Term,1.3007,$982.27,$1012.90,"$1,317.48","$1,277.60","$44,561.24",2.87%,0.83,0.82,0.82,-0.71,-0.33,-0.10%,$-1.34,-0.44%,$-5.74,-5.30%,$-69.88,-87.25%,"$-1,149.47",2008-11-02
855,EOG,Energy,Long Term,27.9259,$44.83,$57.81,"$1,614.40","$1,251.92","$44,561.24",2.81%,0.77,0.82,0.82,-0.82,-0.33,0.10%,$1.66,0.44%,$7.12,5.37%,$86.62,88.26%,"$1,424.92",2008-11-02
855,COP,Energy,Long Term,7.4733,$167.52,$108.59,$811.53,"$1,251.92","$44,561.24",2.81%,0.87,0.82,0.82,-1.35,-0.33,-0.02%,$-0.20,-0.10%,$-0.84,-1.26%,$-10.22,-20.71%,$-168.07,2008-11-02
855,DE,Industrials,Long Term,86.3582,$43.30,$43.43,"$3,750.54","$3,739.31","$44,561.24",8.39%,0.77,0.82,0.82,0.39,-0.33,1.12%,$42.11,4.81%,$180.48,58.55%,"$2,195.79",963.04%,"$36,119.32",2008-11-02
855,IRM,Industrials,Long Term,8.3788,$446.28,$520.82,"$4,363.85","$3,739.31","$44,561.24",8.39%,0.87,0.82,0.82,0.30,-0.33,-0.10%,$-4.27,-0.42%,$-18.31,-5.10%,$-222.74,-83.96%,"$-3,663.88",2008-11-02
855,FDX,Industrials,Long Term,11.0893,$335.47,$276.48,"$3,065.97","$3,720.14","$44,561.24",8.35%,0.88,0.82,0.82,-0.69,-0.33,-0.03%,$-0.88,-0.12%,$-3.79,-1.50%,$-46.13,-24.75%,$-758.79,2008-11-02
855,SCHW,Financial Services,Long Term,1.4353,$612.51,$856.22,"$1,228.93",$879.16,"$44,561.24",1.97%,0.81,0.82,0.82,0.31,-0.33,-0.11%,$-1.30,-0.45%,$-5.59,-5.53%,$-67.98,-90.99%,"$-1,118.20",2008-11-02
855,BK,Financial Services,Long Term,1.5971,$544.93,$401.67,$641.51,$870.32,"$44,561.24",1.95%,0.85,0.82,0.82,1.38,-0.33,-0.09%,$-0.60,-0.40%,$-2.58,-4.89%,$-31.40,-80.51%,$-516.49,2008-11-02
855,PNC,Financial Services,Long Term,1.6189,$529.41,$646.95,"$1,047.35",$857.07,"$44,561.24",1.92%,0.88,0.82,0.82,-0.08,-0.33,-0.09%,$-0.93,-0.38%,$-4.00,-4.65%,$-48.70,-76.49%,$-801.15,2008-11-02
855,FMC,Basic Materials,Long Term,10.5384,$294.12,$393.03,"$4,141.91","$3,099.54","$44,561.24",6.96%,0.80,0.82,0.82,-0.75,-0.33,-0.11%,$-4.37,-0.45%,$-18.74,-5.51%,$-228.04,-90.56%,"$-3,751.09",2008-11-02
855,MLM,Basic Materials,Long Term,291.1716,$10.43,$13.20,"$3,843.47","$3,036.92","$44,561.24",6.82%,0.76,0.82,0.82,-0.84,-0.33,4.25%,$163.45,18.23%,$700.48,221.74%,"$8,522.57",3647.50%,"$140,190.39",2008-11-02
855,VMC,Basic Materials,Long Term,6.7096,$450.29,$262.18,"$1,759.12","$3,021.27","$44,561.24",6.78%,0.75,0.82,0.82,-0.40,-0.33,-0.01%,$-0.16,-0.04%,$-0.70,-0.48%,$-8.47,-7.92%,$-139.39,2008-11-02
856,VEA,Developed Markets ETF,Long Term,230.5091,$19.13,$10.38,"$2,392.68","$4,409.64","$27,209.80",16.21%,0.71,0.78,0.77,-0.16,-0.52,0.43%,$10.34,1.85%,$44.30,22.52%,$538.93,375.63%,"$8,987.55",2008-08-11
856,VOO,S&P 500 Index ETF,Long Term,355.0168,$11.93,$10.77,"$3,823.53","$4,235.35","$27,209.80",15.57%,0.95,0.78,0.77,0.03,-0.52,5.13%,$196.01,21.97%,$840.03,267.30%,"$10,220.35",4457.71%,"$170,441.79",2008-08-11
856,CSCO,Technology,Long Term,0.6313,$507.32,$460.87,$290.95,$320.25,"$27,209.80",1.18%,0.82,0.78,0.77,0.59,-0.52,-0.10%,$-0.29,-0.43%,$-1.25,-5.25%,$-15.27,-87.52%,$-254.63,2008-08-11
856,MTCH,Technology,Long Term,0.4329,$732.18,$965.24,$417.85,$316.99,"$27,209.80",1.16%,0.84,0.78,0.77,-0.33,-0.52,-0.11%,$-0.47,-0.48%,$-2.00,-5.82%,$-24.31,-97.04%,$-405.48,2008-08-11
856,IBM,Technology,Long Term,0.4318,$730.27,$563.56,$243.35,$315.35,"$27,209.80",1.16%,0.71,0.78,0.77,0.85,-0.52,-0.07%,$-0.16,-0.29%,$-0.70,-3.48%,$-8.48,-58.08%,$-141.34,2008-08-11
856,DHR,Healthcare,Long Term,1.3413,$528.61,$746.60,"$1,001.41",$709.00,"$27,209.80",2.61%,0.83,0.78,0.77,-0.89,-0.52,-0.09%,$-0.86,-0.37%,$-3.69,-4.48%,$-44.85,-74.69%,$-747.95,2008-08-11
856,TMO,Healthcare,Long Term,2.0922,$333.67,$272.06,$569.20,$698.09,"$27,209.80",2.57%,0.70,0.78,0.77,-1.12,-0.52,0.07%,$0.40,0.30%,$1.72,3.67%,$20.92,61.28%,$348.81,2008-08-11
856,MLM,Basic Materials,Long Term,383.8591,$10.43,$13.20,"$5,066.94","$4,003.65","$27,209.80",14.71%,0.76,0.78,0.77,-0.84,-0.52,4.19%,$212.54,17.98%,$910.88,218.72%,"$11,082.32",3647.50%,"$184,816.64",2008-08-11
856,FMC,Basic Materials,Long Term,13.6123,$294.12,$393.03,"$5,350.04","$4,003.65","$27,209.80",14.71%,0.80,0.78,0.77,-0.75,-0.52,-0.10%,$-5.57,-0.45%,$-23.88,-5.43%,$-290.54,-90.56%,"$-4,845.23",2008-08-11
856,VMC,Basic Materials,Long Term,8.8464,$450.29,$262.18,"$2,319.35","$3,983.43","$27,209.80",14.64%,0.75,0.78,0.77,-0.40,-0.52,-0.01%,$-0.21,-0.04%,$-0.91,-0.48%,$-11.02,-7.92%,$-183.78,2008-08-11
856,APD,Basic Materials,Long Term,10.0088,$377.79,$479.15,"$4,795.72","$3,781.23","$27,209.80",13.90%,0.65,0.78,0.77,0.46,-0.52,-0.05%,$-2.41,-0.22%,$-10.33,-2.62%,$-125.66,-43.70%,"$-2,095.64",2008-08-11
856,CHTR,Communication Services,Long Term,0.2258,$567.13,$488.28,$110.25,$128.08,"$27,209.80",0.47%,0.77,0.78,0.77,0.68,-0.52,-0.04%,$-0.04,-0.15%,$-0.17,-1.88%,$-2.07,-31.29%,$-34.50,2008-08-11
856,CMCSA,Communication Services,Long Term,4.7743,$24.94,$15.60,$74.48,$119.07,"$27,209.80",0.44%,0.63,0.78,0.77,-0.62,-0.52,0.13%,$0.10,0.57%,$0.43,7.00%,$5.21,116.67%,$86.89,2008-08-11
856,TMUS,Communication Services,Long Term,0.1093,$912.31,$686.55,$75.04,$99.76,"$27,209.80",0.37%,0.33,0.78,0.77,2.03,-0.52,-0.07%,$-0.05,-0.31%,$-0.23,-3.73%,$-2.80,-62.26%,$-46.72,2008-08-11
856,SBAC,Communication Services,Long Term,0.1304,$661.35,$944.91,$123.22,$86.25,"$27,209.80",0.32%,0.12,0.78,0.77,0.22,-0.52,-0.09%,$-0.11,-0.38%,$-0.47,-4.61%,$-5.68,-76.86%,$-94.70,2008-08-11
857,IVV,S&P 500 Index ETF,Short Term,36.5137,$360.94,$495.70,"$18,099.84","$13,179.25","$90,902.17",14.50%,0.97,0.98,0.95,0.03,-0.15,0.01%,$1.63,0.04%,$6.97,0.47%,$84.75,8.31%,"$1,503.27",2007-07-21
857,SPY,S&P 500 Index ETF,Short Term,43.7617,$300.08,$382.55,"$16,741.04","$13,132.01","$90,902.17",14.45%,1.00,0.98,0.95,0.04,-0.15,0.04%,$7.20,0.18%,$30.85,2.24%,$375.39,39.77%,"$6,658.34",2007-07-21
857,VOO,S&P 500 Index ETF,Short Term,1096.7963,$11.93,$10.77,"$11,812.50","$13,084.78","$90,902.17",14.39%,0.95,0.98,0.95,0.03,-0.15,4.82%,$569.35,20.66%,"$2,440.07",251.32%,"$29,687.48",4457.71%,"$526,566.42",2007-07-21
857,BXP,Real Estate,Short Term,320.2611,$103.48,$98.18,"$31,443.23","$33,140.62","$90,902.17",36.46%,0.94,0.98,0.95,-0.07,-0.15,-0.04%,$-13.16,-0.18%,$-56.42,-2.18%,$-686.40,-38.72%,"$-12,174.73",2007-07-21
857,MMM,Industrials,Short Term,9.4858,$410.42,$253.66,"$2,406.17","$3,893.16","$90,902.17",4.28%,0.90,0.98,0.95,1.13,-0.15,-0.05%,$-1.21,-0.22%,$-5.19,-2.62%,$-63.13,-46.54%,"$-1,119.80",2007-07-21
857,FDX,Industrials,Short Term,11.4842,$335.47,$276.48,"$3,175.15","$3,852.60","$90,902.17",4.24%,0.88,0.98,0.95,-0.69,-0.15,-0.03%,$-0.85,-0.11%,$-3.64,-1.40%,$-44.30,-24.75%,$-785.81,2007-07-21
857,IRM,Industrials,Short Term,8.5873,$446.28,$520.82,"$4,472.44","$3,832.33","$90,902.17",4.22%,0.87,0.98,0.95,0.30,-0.15,-0.09%,$-4.06,-0.39%,$-17.40,-4.73%,$-211.71,-83.96%,"$-3,755.05",2007-07-21
857,PSX,Energy,Short Term,35.5972,$82.67,$60.65,"$2,158.97","$2,942.82","$90,902.17",3.24%,1.00,0.98,0.95,-1.53,-0.15,0.07%,$1.41,0.28%,$6.05,3.41%,$73.64,60.50%,"$1,306.24",2007-07-21
857,OXY,Energy,Short Term,4.0883,$719.81,$373.84,"$1,528.37","$2,942.82","$90,902.17",3.24%,0.96,0.98,0.95,-1.88,-0.15,-0.10%,$-1.49,-0.42%,$-6.37,-5.07%,$-77.48,-89.92%,"$-1,374.33",2007-07-21
857,SBUX,Consumer Cyclical,Short Term,0.0957,$890.19,$1230.02,$117.71,$85.23,"$90,902.17",0.09%,0.98,0.98,0.95,0.10,-0.15,-0.10%,$-0.12,-0.43%,$-0.51,-5.25%,$-6.18,-93.05%,$-109.53,2007-07-21
857,NFLX,Consumer Cyclical,Short Term,0.174,$480.01,$419.33,$72.96,$83.52,"$90,902.17",0.09%,1.02,0.98,0.95,1.18,-0.15,0.13%,$0.09,0.55%,$0.40,6.70%,$4.89,118.82%,$86.70,2007-07-21
857,DIS,Consumer Cyclical,Short Term,1.3857,$59.66,$31.02,$42.98,$82.67,"$90,902.17",0.09%,0.92,0.98,0.95,-1.10,-0.15,0.19%,$0.08,0.81%,$0.35,9.81%,$4.21,173.92%,$74.76,2007-07-21
857,DIS,Consumer Cyclical,Short Term,0.1576,$524.64,$297.43,$46.87,$82.67,"$90,902.17",0.09%,0.92,0.98,0.95,-1.10,-0.15,-0.08%,$-0.04,-0.33%,$-0.16,-4.03%,$-1.89,-71.43%,$-33.48,2007-07-21
857,SIRI,Consumer Cyclical,Short Term,0.4403,$182.90,$186.41,$82.08,$80.54,"$90,902.17",0.09%,1.09,0.98,0.95,-0.72,-0.15,-0.10%,$-0.08,-0.41%,$-0.34,-5.03%,$-4.13,-89.27%,$-73.27,2007-07-21
857,WFC,Financial Services,Short Term,0.1453,$982.96,$734.93,$106.79,$142.81,"$90,902.17",0.16%,0.97,0.98,0.95,0.34,-0.15,-0.10%,$-0.11,-0.42%,$-0.45,-5.16%,$-5.51,-91.46%,$-97.67,2007-07-21
857,USB,Financial Services,Short Term,0.1848,$772.81,$987.70,$182.53,$142.81,"$90,902.17",0.16%,0.97,0.98,0.95,-0.35,-0.15,-0.10%,$-0.19,-0.45%,$-0.81,-5.42%,$-9.90,-96.17%,$-175.53,2007-07-21
857,BLK,Financial Services,Short Term,0.1907,$745.12,$1064.59,$203.02,$142.09,"$90,902.17",0.16%,1.00,0.98,0.95,0.43,-0.15,-0.02%,$-0.04,-0.08%,$-0.16,-0.95%,$-1.94,-16.93%,$-34.37,2007-07-21
857,STT,Financial Services,Short Term,0.1937,$733.46,$509.44,$98.68,$142.09,"$90,902.17",0.16%,0.96,0.98,0.95,0.25,-0.15,-0.09%,$-0.09,-0.39%,$-0.39,-4.76%,$-4.69,-84.38%,$-83.27,2007-07-21
858,VOO,S&P 500 Index ETF,Short Term,2498.6924,$11.93,$10.77,"$26,910.92","$29,809.40","$238,412.50",12.50%,0.95,0.75,0.76,0.03,-0.16,5.63%,"$1,514.11",24.11%,"$6,489.05",293.38%,"$78,950.15",4457.71%,"$1,199,609.73",2010-02-03
858,DIA,Dow Jones Industrial ETF,Short Term,29.9777,$990.56,$1126.09,"$33,757.59","$29,694.74","$238,412.50",12.46%,0.76,0.75,0.76,0.10,-0.16,-0.08%,$-27.38,-0.35%,$-117.35,-4.23%,"$-1,427.73",-64.26%,"$-21,693.66",2010-02-03
858,IVV,S&P 500 Index ETF,Short Term,81.9529,$360.94,$495.70,"$40,624.05","$29,580.09","$238,412.50",12.41%,0.97,0.75,0.76,0.03,-0.16,0.01%,$4.26,0.04%,$18.25,0.55%,$222.05,8.31%,"$3,374.00",2010-02-03
858,CHTR,Communication Services,Short Term,13.1329,$567.13,$488.28,"$6,412.53","$7,448.04","$238,412.50",3.12%,0.77,0.75,0.76,0.68,-0.16,-0.04%,$-2.53,-0.17%,$-10.85,-2.06%,$-132.07,-31.29%,"$-2,006.71",2010-02-03
858,CMCSA,Communication Services,Short Term,283.5557,$24.94,$15.60,"$4,423.47","$7,071.88","$238,412.50",2.97%,0.63,0.75,0.76,-0.62,-0.16,0.15%,$6.51,0.63%,$27.92,7.68%,$339.64,116.67%,"$5,160.71",2010-02-03
858,TMUS,Communication Services,Short Term,6.5147,$912.31,$686.55,"$4,472.67","$5,943.39","$238,412.50",2.49%,0.33,0.75,0.76,2.03,-0.16,-0.08%,$-3.51,-0.34%,$-15.06,-4.10%,$-183.28,-62.26%,"$-2,784.81",2010-02-03
858,SBAC,Communication Services,Short Term,7.7923,$661.35,$944.91,"$7,363.02","$5,153.44","$238,412.50",2.16%,0.12,0.75,0.76,0.22,-0.16,-0.10%,$-7.14,-0.42%,$-30.61,-5.06%,$-372.43,-76.86%,"$-5,658.92",2010-02-03
858,EOG,Energy,Short Term,839.089,$44.83,$57.81,"$48,507.74","$37,616.36","$238,412.50",15.78%,0.77,0.75,0.76,-0.82,-0.16,0.11%,$54.04,0.48%,$231.60,5.81%,"$2,817.76",88.26%,"$42,814.52",2010-02-03
858,BP,Energy,Short Term,76.5533,$483.93,$373.61,"$28,601.08","$37,046.42","$238,412.50",15.54%,0.70,0.75,0.76,-1.45,-0.16,-0.12%,$-33.53,-0.50%,$-143.70,-6.11%,"$-1,748.34",-92.88%,"$-26,565.14",2010-02-03
858,WMB,Energy,Short Term,155.5912,$236.88,$286.19,"$44,528.65","$36,856.44","$238,412.50",15.46%,0.69,0.75,0.76,1.45,-0.16,-0.10%,$-45.15,-0.43%,$-193.49,-5.29%,"$-2,354.17",-80.33%,"$-35,770.42",2010-02-03
858,TMO,Healthcare,Short Term,12.2428,$333.67,$272.06,"$3,330.78","$4,085.05","$238,412.50",1.71%,0.70,0.75,0.76,-1.12,-0.16,0.08%,$2.58,0.33%,$11.04,4.03%,$134.33,61.28%,"$2,041.12",2010-02-03
858,LLY,Healthcare,Short Term,82.2027,$49.44,$67.54,"$5,551.97","$4,064.10","$238,412.50",1.70%,0.69,0.75,0.76,-0.08,-0.16,1.24%,$68.92,5.32%,$295.37,64.73%,"$3,593.66",983.51%,"$54,603.97",2010-02-03
858,SYK,Healthcare,Short Term,4.2291,$956.03,$512.61,"$2,167.88","$4,043.15","$238,412.50",1.70%,0.68,0.75,0.76,-0.03,-0.16,-0.04%,$-0.87,-0.17%,$-3.72,-2.09%,$-45.26,-31.72%,$-687.63,2010-02-03
859,VEA,Developed Markets ETF,Long Term,53.7418,$19.13,$10.38,$557.84,"$1,028.08","$7,371.03",13.95%,0.71,0.74,0.77,-0.16,-0.74,0.47%,$2.61,2.00%,$11.18,24.38%,$136.02,375.63%,"$2,095.39",2009-11-18
859,VOO,S&P 500 Index ETF,Long Term,80.14,$11.93,$10.77,$863.11,$956.07,"$7,371.03",12.97%,0.95,0.74,0.77,0.03,-0.74,5.55%,$47.90,23.78%,$205.27,289.36%,"$2,497.48",4457.71%,"$38,474.81",2009-11-18
859,OMC,Consumer Cyclical,Long Term,1.6077,$910.85,$1150.03,"$1,848.90","$1,464.33","$7,371.03",19.87%,0.74,0.74,0.77,-0.78,-0.74,-0.12%,$-2.15,-0.50%,$-9.22,-6.06%,$-112.13,-93.43%,"$-1,727.36",2009-11-18
859,IPG,Consumer Cyclical,Long Term,2.2337,$649.01,$507.06,"$1,132.62","$1,449.69","$7,371.03",19.67%,0.72,0.74,0.77,-0.92,-0.74,-0.12%,$-1.34,-0.51%,$-5.75,-6.18%,$-69.96,-95.16%,"$-1,077.75",2009-11-18
859,EOG,Energy,Long Term,44.0667,$44.83,$57.81,"$2,547.50","$1,975.51","$7,371.03",26.80%,0.77,0.74,0.77,-0.82,-0.74,0.11%,$2.80,0.47%,$12.00,5.73%,$145.95,88.26%,"$2,248.50",2009-11-18
859,IBM,Technology,Long Term,0.2309,$730.27,$563.56,$130.13,$168.64,"$7,371.03",2.29%,0.71,0.74,0.77,0.85,-0.74,-0.07%,$-0.09,-0.31%,$-0.40,-3.77%,$-4.91,-58.08%,$-75.58,2009-11-18
859,CSCO,Technology,Long Term,0.324,$507.32,$460.87,$149.32,$164.36,"$7,371.03",2.23%,0.82,0.74,0.77,0.59,-0.74,-0.11%,$-0.16,-0.47%,$-0.70,-5.68%,$-8.48,-87.52%,$-130.68,2009-11-18
859,TTWO,Technology,Long Term,0.3985,$412.46,$454.13,$180.97,$164.36,"$7,371.03",2.23%,0.66,0.74,0.77,1.18,-0.74,-0.07%,$-0.12,-0.28%,$-0.51,-3.46%,$-6.26,-53.26%,$-96.39,2009-11-18
860,SPY,S&P 500 Index ETF,Short Term,15.76,$300.08,$382.55,"$6,028.99","$4,729.27","$32,233.98",14.67%,1.00,1.09,0.89,0.04,-0.07,0.04%,$2.59,0.18%,$11.11,2.24%,$135.19,39.77%,"$2,397.88",2007-07-21
860,IVV,S&P 500 Index ETF,Short Term,12.9576,$360.94,$495.70,"$6,423.08","$4,676.92","$32,233.98",14.51%,0.97,1.09,0.89,0.03,-0.07,0.01%,$0.58,0.04%,$2.47,0.47%,$30.08,8.31%,$533.46,2007-07-21
860,VOO,S&P 500 Index ETF,Short Term,389.1048,$11.93,$10.77,"$4,190.66","$4,642.02","$32,233.98",14.40%,0.95,1.09,0.89,0.03,-0.07,4.82%,$201.98,20.66%,$865.65,251.32%,"$10,532.07",4457.71%,"$186,807.27",2007-07-21
860,CRM,Technology,Short Term,7.2466,$522.86,$710.10,"$5,145.81","$3,788.94","$32,233.98",11.75%,1.08,1.09,0.89,-0.33,-0.07,-0.07%,$-3.57,-0.30%,$-15.30,-3.62%,$-186.13,-64.16%,"$-3,301.33",2007-07-21
860,BXP,Real Estate,Short Term,9.0243,$103.48,$98.18,$886.01,$933.83,"$32,233.98",2.90%,0.94,1.09,0.89,-0.07,-0.07,-0.04%,$-0.37,-0.18%,$-1.59,-2.18%,$-19.34,-38.72%,$-343.06,2007-07-21
860,SPG,Real Estate,Short Term,1.4777,$614.85,$550.93,$814.11,$908.59,"$32,233.98",2.82%,0.89,1.09,0.89,-0.00,-0.07,-0.08%,$-0.64,-0.34%,$-2.76,-4.12%,$-33.58,-73.16%,$-595.63,2007-07-21
860,PLD,Real Estate,Short Term,1.0277,$874.32,$579.41,$595.46,$898.50,"$32,233.98",2.79%,0.87,1.09,0.89,-0.75,-0.07,-0.09%,$-0.54,-0.39%,$-2.30,-4.71%,$-28.02,-83.48%,$-497.08,2007-07-21
860,DLR,Real Estate,Short Term,46.5242,$18.77,$21.69,"$1,009.11",$873.26,"$32,233.98",2.71%,0.82,1.09,0.89,0.04,-0.07,0.61%,$6.19,2.63%,$26.53,31.98%,$322.72,567.24%,"$5,724.10",2007-07-21
860,CAT,Industrials,Short Term,2.2808,$672.88,$923.59,"$2,106.52","$1,534.73","$32,233.98",4.76%,1.10,1.09,0.89,-0.76,-0.07,-0.07%,$-1.56,-0.32%,$-6.67,-3.85%,$-81.09,-68.28%,"$-1,438.32",2007-07-21
860,ROK,Industrials,Short Term,1.794,$838.26,$664.98,"$1,192.97","$1,503.88","$32,233.98",4.67%,1.14,1.09,0.89,-0.62,-0.07,-0.07%,$-0.84,-0.30%,$-3.62,-3.69%,$-43.99,-65.41%,$-780.28,2007-07-21
860,DHR,Healthcare,Short Term,2.6995,$528.61,$746.60,"$2,015.45","$1,426.98","$32,233.98",4.43%,0.83,1.09,0.89,-0.89,-0.07,-0.08%,$-1.63,-0.35%,$-6.98,-4.21%,$-84.87,-74.69%,"$-1,505.32",2007-07-21
860,PEG,Utilities,Short Term,38.4344,$164.36,$172.92,"$6,646.08","$6,317.07","$32,233.98",19.60%,0.51,1.09,0.89,0.89,-0.07,-0.06%,$-3.77,-0.24%,$-16.16,-2.96%,$-196.56,-52.46%,"$-3,486.38",2007-07-21
861,QQQ,Nasdaq-100 Index ETF,Long Term,23.4191,$151.70,$82.29,"$1,927.16","$3,552.67","$23,520.15",15.10%,1.22,1.45,0.95,0.03,0.25,0.52%,$10.02,2.23%,$42.93,27.11%,$522.37,452.04%,"$8,711.44",2008-08-11
861,SPY,S&P 500 Index ETF,Long Term,11.2132,$300.08,$382.55,"$4,289.61","$3,364.86","$23,520.15",14.31%,1.00,1.45,0.95,0.04,0.25,0.05%,$1.96,0.20%,$8.41,2.38%,$102.30,39.77%,"$1,706.09",2008-08-11
